_id,created_at,tweet_content,keyword,user_location,entities,classification
ObjectId(60994ca4b93692460517006b),2021-05-10 14:37:58,"@nubank nunu! perdi meu cartão de crédito, aonde solicito outro?",['Nubank'],louie & harrie,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:11:16.977Z""},{""classification"":false,""created_at"":""2021-05-10T16:21:43.027Z""}]"
ObjectId(60994ca4b936924605170079),2021-05-10 14:39:31,"""nike ou adidas?""

voce",['Nike'],"Dourados, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'eumanovt', 'name': 'vt crf 🚩', 'id': 777594688228495360, 'id_str': '777594688228495360', 'indices': [3, 12]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:22:31.943Z""}]"
ObjectId(60994ca4b93692460517008d),2021-05-10 14:41:52,@taakiofc Melhor cafe da manhã na minha opinião é pizza fria e coca cola gelada,['Coca cola'],"Pão de queijo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'taakiofc', 'name': 'Taki⁷muleque comedor de isopor', 'id': 1360274901354115072, 'id_str': '1360274901354115072', 'indices': [0, 9]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:11:42.315Z""},{""classification"":true,""created_at"":""2021-05-10T15:21:31.054Z""},{""classification"":true,""created_at"":""2021-05-10T15:35:03.721Z""}]"
ObjectId(60994ca4b9369246051700b1),2021-05-10 14:48:22,depois de 14 dias minha compra da shein chegou no brasil,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:21:43.302Z""}]"
ObjectId(60994ca4b9369246051700b2),2021-05-10 14:48:18,"Nubank aumentando meu limite do cartão, o inimigo é argiloso mesmo",['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:23:22.986Z""},{""classification"":true,""created_at"":""2021-05-10T16:21:32.648Z""},{""classification"":true,""created_at"":""2021-05-10T16:22:13.001Z""}]"
ObjectId(60994ca4b9369246051700cf),2021-05-10 14:50:35,"@LuhQuennehen você pode ser minha assistente 🤪
pago 2 cent o dia
sim trabalho escravo que nem na shein",['SHEIN'],Loonaverse,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'LuhQuennehen', 'name': 'luh quennehen', 'id': 1205684381609799680, 'id_str': '1205684381609799680', 'indices': [0, 13]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:14:37.843Z""},{""classification"":false,""created_at"":""2021-05-10T15:26:19.280Z""},{""classification"":false,""created_at"":""2021-05-10T15:30:07.661Z""}]"
ObjectId(60994ca4b9369246051700d1),2021-05-10 14:50:44,"@vedovelli74 Eu to usando Nubank. 

uso as 2 contas la, inclusive. 

PJ e PF",['Nubank'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vedovelli74', 'name': 'Fabio Vedovelli', 'id': 1214613045986680839, 'id_str': '1214613045986680839', 'indices': [0, 12]}], 'symbols': []}",
ObjectId(60994ca4b936924605170101),2021-05-10 14:56:35,"Nossa, mas o @nubank ta só o pó da rabiola nessa segunda-feira hein?",['Nubank'],São Paulo,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}], 'symbols': []}",
ObjectId(60994ca4b936924605170073),2021-05-10 14:38:49,NUBANK EU TE ODEIO 😭,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:11:03.678Z""},{""classification"":false,""created_at"":""2021-05-11T00:54:52.970Z""},{""classification"":false,""created_at"":""2021-05-11T15:33:36.823Z""}]"
ObjectId(60994ca4b936924605170077),2021-05-10 14:39:12,@boonbap @nubank sim...eles falam que é um processo automatico só usar o cartão mas cansei de passar vergonha no mercado,['Nubank'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'boonbap', 'name': 'Bon - 低音 🥁| MLK DO RJ', 'id': 925392913797996544, 'id_str': '925392913797996544', 'indices': [0, 8]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [9, 16]}], 'symbols': []}",
ObjectId(60994ca4b93692460517007a),2021-05-10 14:39:32,Brt No shopping nova américa Sábado Buscar os trajem da Nike 🙈😭,['Nike'],nova Iguaçu,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:19:58.979Z""},{""classification"":false,""created_at"":""2021-05-10T16:19:38.658Z""},{""classification"":true,""created_at"":""2021-05-10T21:56:46.460Z""}]"
ObjectId(60994ca4b9369246051700d4),2021-05-10 14:50:57,"@vnrealcria Nao po, isso aí é um nike shox eu acho kkkkkkkkk",['Nike'],erre xota,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vnrealcria', 'name': 'vnsx D’Or🦦', 'id': 963166631236132864, 'id_str': '963166631236132864', 'indices': [0, 11]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-11T02:52:31.634Z""},{""classification"":true,""created_at"":""2021-05-12T05:51:29.250Z""}]"
ObjectId(60994ca4b9369246051700d9),2021-05-10 14:51:43,@AnaElza18 Estou usando a linha da boticário para cabelos oleosos e estou amando,['Boticário'],"Belo Horizonte, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AnaElza18', 'name': 'Ana Elza', 'id': 1244692316700499969, 'id_str': '1244692316700499969', 'indices': [0, 10]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T18:25:12.828Z""},{""classification"":true,""created_at"":""2021-05-12T05:49:01.173Z""},{""classification"":true,""created_at"":""2021-05-12T05:51:44.278Z""}]"
ObjectId(60994ca4b9369246051700e4),2021-05-10 14:52:44,"Se não existisse Coca-Cola minha missão de parar de tomar refrigerante seria muito mais fácil.
Não dá, éo GOAT dos refrigerantes",['Coca-cola'],"Sete Lagoas, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T22:00:15.547Z""},{""classification"":false,""created_at"":""2021-05-11T12:34:54.137Z""},{""classification"":false,""created_at"":""2021-05-12T05:50:22.958Z""}]"
ObjectId(60994ca4b9369246051700e8),2021-05-10 14:53:05,nike vem pro fluminense pfv,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:39:51.764Z""},{""classification"":true,""created_at"":""2021-05-11T02:29:35.123Z""},{""classification"":true,""created_at"":""2021-05-11T02:33:41.524Z""}]"
ObjectId(60994ca4b9369246051700ed),2021-05-10 14:53:33,"não aguentei e comprei na SHEIN
esse é o tuíte",['SHEIN'],Brazil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:11:54.499Z""},{""classification"":true,""created_at"":""2021-05-10T15:21:27.888Z""},{""classification"":true,""created_at"":""2021-05-10T15:22:35.538Z""}]"
ObjectId(60994ca4b9369246051700fa),2021-05-10 14:54:55,""" Nike ou Adidas""

Prefiro você 9vinha",['Nike'],17,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:11:38.097Z""},{""classification"":true,""created_at"":""2021-05-10T15:20:36.381Z""}]"
ObjectId(60994ca4b936924605170108),2021-05-10 14:58:12,@spfczara nunca vou superar ele ter largado a nike,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'spfczara', 'name': 'Zara', 'id': 1213615837631799297, 'id_str': '1213615837631799297', 'indices': [0, 9]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:20:55.027Z""},{""classification"":false,""created_at"":""2021-05-10T15:30:41.916Z""},{""classification"":false,""created_at"":""2021-05-10T15:31:05.580Z""}]"
ObjectId(60994ca4b936924605170075),2021-05-10 14:39:06,"muito agradecida pelo feedback amigos, provavelmente mudo pra nubank",['Nubank'],@qtakasal ♡ @danonneee ♡,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:11:01.106Z""},{""classification"":true,""created_at"":""2021-05-10T16:11:40.145Z""},{""classification"":true,""created_at"":""2021-05-11T02:29:42.328Z""}]"
ObjectId(60994ca4b9369246051700a8),2021-05-10 14:46:15,@killisabella só compro xiaomi por isso,['Xiaomi'],paradis,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'killisabella', 'name': 'Bella', 'id': 822268595187093505, 'id_str': '822268595187093505', 'indices': [0, 13]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T19:45:12.075Z""},{""classification"":true,""created_at"":""2021-05-11T02:30:40.031Z""},{""classification"":true,""created_at"":""2021-05-11T12:26:49.868Z""}]"
ObjectId(60994ca4b9369246051700bb),2021-05-10 14:49:03,Comprei minha calca na shein que queria me dar de aniversario to feliz,['SHEIN'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:10:07.706Z""},{""classification"":true,""created_at"":""2021-05-10T15:26:31.078Z""}]"
ObjectId(60994ca4b9369246051700cb),2021-05-10 14:50:21,o cartao da nubank eh tao bonito ne da vontade de gastar,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:22:49.864Z""}]"
ObjectId(60994ca4b9369246051700eb),2021-05-10 14:53:33,Minhas coisinhas da SHEIN e da beyoung estão chegando 🥳🥳🥳,['SHEIN'],Campina Grande do Sul,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:14:06.860Z""},{""classification"":true,""created_at"":""2021-05-11T04:44:25.281Z""}]"
ObjectId(60994ca4b9369246051700fd),2021-05-10 14:55:40,apaixonada na minhas compras da shein!!!! 😍😍😍,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:21:10.398Z""},{""classification"":true,""created_at"":""2021-05-10T15:22:29.318Z""},{""classification"":true,""created_at"":""2021-05-10T15:26:09.430Z""}]"
ObjectId(60994ca4b93692460517006a),2021-05-10 14:37:53,só sei que eu vou ficar muito gostosa com a camisola de renda que eu comprei na shein,['SHEIN'],"Cacoal, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T21:57:20.138Z""},{""classification"":true,""created_at"":""2021-05-11T03:55:09.367Z""}]"
ObjectId(60994ca4b936924605170062),2021-05-10 14:36:25,"O site da Shein eh tão bom de navegar, adoro que ele fica sugerindo peças parecidas com a que vc tá procurando. Passo horas só olhando. Parece que to no shopping 😂",['SHEIN'],"Mato Grosso, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ricademarre', 'name': 'Gabriela Sales', 'id': 150605888, 'id_str': '150605888', 'indices': [3, 15]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:25:54.230Z""},{""classification"":true,""created_at"":""2021-05-12T05:48:49.767Z""}]"
ObjectId(60994ca4b936924605170087),2021-05-10 14:41:02,"Eai shein, vai soltar minhas roupas não ???",['SHEIN'],no mundão,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T21:58:02.144Z""},{""classification"":false,""created_at"":""2021-05-11T12:26:08.455Z""}]"
ObjectId(60994ca4b936924605170091),2021-05-10 14:42:40,hoje so um cheddar do mc batatinha e coca cola poderiam me deixar feliz,['Coca cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",
ObjectId(60994ca4b936924605170096),2021-05-10 14:43:30,"Nubank, pare de me oferecer seguro de vida e me ofereça um empréstimo 😩",['Nubank'],"Salvador, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:22:11.765Z""},{""classification"":false,""created_at"":""2021-05-10T15:39:36.856Z""},{""classification"":false,""created_at"":""2021-05-10T16:21:09.975Z""}]"
ObjectId(60994ca4b936924605170098),2021-05-10 14:43:26,@rxgerguedes as roupas da nike são tudo mas tem uns tênis que melhor amor de deus,['Nike'],gabinutil,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rxgerguedes', 'name': 'lincoln', 'id': 984741631810301952, 'id_str': '984741631810301952', 'indices': [0, 12]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:11:33.424Z""},{""classification"":true,""created_at"":""2021-05-10T15:19:40.709Z""},{""classification"":true,""created_at"":""2021-05-10T15:21:15.382Z""}]"
ObjectId(60994ca4b936924605170099),2021-05-10 14:43:59,Gatinha que só usa nike kkkkk bo beber umas quando ?,['Nike'],"Ceilândia, Brasília","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:12:49.538Z""}]"
ObjectId(60994ca4b9369246051700a1),2021-05-10 14:45:17,Tô chocado que o perfil oficial da coca cola respondeu um tt meu ❤️,['Coca cola'],"Maceió, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:13:50.519Z""},{""classification"":true,""created_at"":""2021-05-10T15:30:17.140Z""},{""classification"":true,""created_at"":""2021-05-10T15:31:50.475Z""}]"
ObjectId(60994ca4b9369246051700a4),2021-05-10 14:45:25,Já tá chato essas notificações do @nubank oferendo seguro de vida,['Nubank'],BH-MG,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [34, 41]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-11T15:34:56.114Z""},{""classification"":false,""created_at"":""2021-05-11T15:37:55.343Z""}]"
ObjectId(60994ca4b9369246051700b0),2021-05-10 14:47:30,@RodrigoBuenoTV Os que vestem nike estão na sula,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:34:11.173Z""},{""classification"":false,""created_at"":""2021-05-10T15:34:20.550Z""},{""classification"":false,""created_at"":""2021-05-10T17:28:08.455Z""}]"
ObjectId(60994ca4b9369246051700bd),2021-05-10 14:49:24,Shein a forever 21 da nova geração,['SHEIN'],any pronouns♡,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-11T03:56:31.485Z""}]"
ObjectId(60994ca4b9369246051700d2),2021-05-10 14:50:47,@isabollalauck mas a shein não é a terra do cropped e do shortinho???????????,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'isabollalauck', 'name': '𝔟𝔢𝔩𝔩', 'id': 4691319571, 'id_str': '4691319571', 'indices': [0, 14]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T17:27:46.188Z""},{""classification"":true,""created_at"":""2021-05-10T21:57:54.884Z""}]"
ObjectId(60994ca4b9369246051700db),2021-05-10 14:52:02,"Atualização do caso @AliExpressBR 
Entrei em contato c o suporte, q falou em mudanças no app e me pediu um e-mail p fazer uma atualização. Disse q meu caso se resolveria em 24 a 48h e q eu tentasse novamente comprar neste prazo... o chat foi ambiguo, n sei se irão resolver de vdd",[],"gabs, lali & fer","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'amendoline', 'name': 'aline tem um autógrafo do yibo', 'id': 1128831450898456581, 'id_str': '1128831450898456581', 'indices': [3, 14]}, {'screen_name': 'AliExpressBR', 'name': 'AliExpress Brasil', 'id': 1243015536, 'id_str': '1243015536', 'indices': [36, 49]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-11T01:57:24.280Z""}]"
ObjectId(60994ca4b9369246051700e7),2021-05-10 14:53:03,"@EmilioSandro3 @DaniellMrC E o POCO phone, que é o top da Xiaomi ele tem uma bateria de 7000 mah",['Xiaomi'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'EmilioSandro3', 'name': 'Sandro Emílio', 'id': 1048538688706269184, 'id_str': '1048538688706269184', 'indices': [0, 14]}, {'screen_name': 'DaniellMrC', 'name': 'mqo neoliberal', 'id': 107856897, 'id_str': '107856897', 'indices': [15, 26]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:10:35.738Z""}]"
ObjectId(60994ca4b9369246051700e9),2021-05-10 14:53:20,Hj vai ser só coca cola. Ressaca da desgrama vei,['Coca cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T21:57:44.518Z""},{""classification"":false,""created_at"":""2021-05-11T01:58:29.055Z""}]"
ObjectId(60994ca4b936924605170074),2021-05-10 14:39:07,eu me odeio mas pelo menos comprei minhas roupa na shein,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:22:46.495Z""},{""classification"":true,""created_at"":""2021-05-11T01:59:04.096Z""}]"
ObjectId(60994ca4b936924605170085),2021-05-10 14:40:57,vcs já compraram na shein??,['SHEIN'],Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:20:35.426Z""},{""classification"":true,""created_at"":""2021-05-10T22:01:29.996Z""},{""classification"":true,""created_at"":""2021-05-11T01:56:59.971Z""}]"
ObjectId(60994ca4b936924605170086),2021-05-10 14:40:58,@sep_bella_ nike com ctz,['Nike'],duds ♡,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sep_bella_', 'name': 'isa✨', 'id': 1187345880938098688, 'id_str': '1187345880938098688', 'indices': [0, 11]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:30:24.565Z""},{""classification"":true,""created_at"":""2021-05-10T15:30:29.204Z""},{""classification"":true,""created_at"":""2021-05-11T04:43:53.657Z""}]"
ObjectId(60994ca4b93692460517008e),2021-05-10 14:42:02,AI MEU CARTÃO DE CRÉDITO QUE NÃO CAI O DINHEIRO NUNCA VA TOMAR NO CU @nubank,['Nubank'],Guaratinguetá,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [69, 76]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:11:56.793Z""},{""classification"":false,""created_at"":""2021-05-10T19:45:43.960Z""},{""classification"":false,""created_at"":""2021-05-11T00:22:22.545Z""}]"
ObjectId(60994ca4b936924605170097),2021-05-10 14:43:47,"@camillebaleeir3 Você tem iphone, não anda com xiaomi",['Xiaomi'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'camillebaleeir3', 'name': 'camille baleeiro 🤪', 'id': 1353893505551233024, 'id_str': '1353893505551233024', 'indices': [0, 16]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:34:43.901Z""},{""classification"":false,""created_at"":""2021-05-12T02:09:35.866Z""}]"
ObjectId(60994ca4b9369246051700bc),2021-05-10 14:49:25,"@pedrohcust @leomfermiano @paiNGamingBR @PSG_Talon ""Acabar logo isso aqui pq a Nike lançou um bootzin maneiro"" sksksksksksksksksksksksksksk",['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'pedrohcust', 'name': 'Pedro Henrique Custódio Filho', 'id': 102184268, 'id_str': '102184268', 'indices': [0, 11]}, {'screen_name': 'leomfermiano', 'name': 'Frio e Social Media', 'id': 1167075000609837056, 'id_str': '1167075000609837056', 'indices': [12, 25]}, {'screen_name': 'paiNGamingBR', 'name': 'paiN Gaming #PNGWIN 🇧🇷', 'id': 236112959, 'id_str': '236112959', 'indices': [26, 39]}, {'screen_name': 'PSG_Talon', 'name': 'PSG TALON #MSI2021', 'id': 1273533590882578434, 'id_str': '1273533590882578434', 'indices': [40, 50]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T16:21:16.850Z""},{""classification"":true,""created_at"":""2021-05-10T18:08:31.864Z""},{""classification"":true,""created_at"":""2021-05-11T01:58:34.533Z""}]"
ObjectId(60994ca4b9369246051700c9),2021-05-10 14:50:19,"eh como o brtt diz quando faz tiktok: ""hj larguei minha bih to solteiro pq ela pisou no meu yeezy, yeezy, nike jordan yeah so nao pisa no meu pé 😝😛🤑😎😎😎""",['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'stefaniecrdoso', 'name': 'ؘ', 'id': 1209166974997139456, 'id_str': '1209166974997139456', 'indices': [3, 18]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:11:46.959Z""},{""classification"":false,""created_at"":""2021-05-10T16:22:26.670Z""},{""classification"":true,""created_at"":""2021-05-10T21:56:04.989Z""}]"
ObjectId(60994ca4b9369246051700cc),2021-05-10 14:50:24,acho que vou comprar umas roupas na shein,['SHEIN'],na bosta,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T15:20:21.150Z""},{""classification"":true,""created_at"":""2021-05-10T21:56:32.101Z""},{""classification"":true,""created_at"":""2021-05-11T03:57:07.877Z""}]"
ObjectId(60994ca4b9369246051700e1),2021-05-10 14:52:36,"@vidalet_ @v_montechiari Sim

Camisa do Flamengo da Uruguaiana 
Bermuda korova 
Tênis Nike",['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vidalet_', 'name': 'ana bia', 'id': 1648549243, 'id_str': '1648549243', 'indices': [0, 9]}, {'screen_name': 'v_montechiari', 'name': 'Vince', 'id': 3971602077, 'id_str': '3971602077', 'indices': [10, 24]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T15:31:47.787Z""},{""classification"":false,""created_at"":""2021-05-10T21:57:17.843Z""},{""classification"":true,""created_at"":""2021-05-11T15:34:28.882Z""}]"
ObjectId(60994ca4b9369246051700ec),2021-05-10 14:53:36,@nubank e o roxinho no Apple Pay?,['Nubank'],"Sao Paulo, Brazil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-11T17:05:57.794Z""},{""classification"":true,""created_at"":""2021-05-11T17:06:15.151Z""}]"
ObjectId(60995a43b936924605203d06),2021-05-10 15:20:00,@lekinhobala Vc disse que todos os seus manos estão de nike no pé mas eu não estou então desculpa por quebrar a corrente de mano com nike,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'lekinhobala', 'name': 'tegaboy #residentevilvillage', 'id': 1279985811698651136, 'id_str': '1279985811698651136', 'indices': [0, 12]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-11T12:35:01.819Z""}]"
ObjectId(60995a43b936924605203d15),2021-05-10 15:21:26,Diogo me trouxe na Boticário e comprou um perfumeeee🥰🥰🥰🥰,['Boticário'],Rio de Janeiro,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T16:11:53.661Z""},{""classification"":true,""created_at"":""2021-05-10T19:32:52.654Z""},{""classification"":true,""created_at"":""2021-05-11T03:56:47.892Z""}]"
ObjectId(60995a43b936924605203d1b),2021-05-10 15:22:17,"Minhas coisas da Shein saíram pra entrega hoje, Deus é pai e não é padrasto",['SHEIN'],Me chamou de hopi Hari,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T17:12:55.790Z""},{""classification"":true,""created_at"":""2021-05-10T22:00:39.010Z""},{""classification"":true,""created_at"":""2021-05-11T12:33:29.733Z""}]"
ObjectId(60995a43b936924605203d30),2021-05-10 15:23:36,Nubank perdeu a noção me dando limite alto no crédito kkkkkkkkkkkkkkk,['Nubank'],"Taubaté, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T17:29:42.651Z""},{""classification"":false,""created_at"":""2021-05-10T19:43:03.234Z""},{""classification"":true,""created_at"":""2021-05-11T12:39:50.340Z""}]"
ObjectId(60995a43b936924605203d07),2021-05-10 15:20:15,atualizei minha renda na nubank espero ganhar mais limite no meu cartão de crédito 😋,['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-11T01:56:32.151Z""},{""classification"":true,""created_at"":""2021-05-11T01:57:33.059Z""},{""classification"":true,""created_at"":""2021-05-11T02:29:47.320Z""}]"
ObjectId(60995a43b936924605203d0f),2021-05-10 15:21:11,Mais um dia normal passando vontade no site da Nike,['Nike'],São Paulo - Z/O,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T21:56:20.713Z""}]"
ObjectId(60995a43b936924605203d09),2021-05-10 15:20:29,@RodrigoBuenoTV A Nike SEMPRE teve uma péssima linha criativa no desenho de seus fardamentos. FATO!,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}",
ObjectId(60995a43b936924605203d35),2021-05-10 15:24:22,se essa calça da shein for muito justa minha bunda vai ficar muito grande,['SHEIN'],귀하의 지역에 블랙 핑크,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-11T02:32:03.798Z""},{""classification"":false,""created_at"":""2021-05-12T05:50:57.190Z""}]"
ObjectId(60995a43b936924605203d39),2021-05-10 15:24:42,Será que é só eu que morro de medo de comprar na SHEIN e vim tudo no tamanho errado? 😂,['SHEIN'],🇺🇲🇧🇷TRIBUTO INICIAL: 80,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",
ObjectId(60995a43b936924605203d3a),2021-05-10 15:24:33,"@RodrigoBuenoTV Caralho.. gosto tanto das chuteiras da nike, estão me preocupando 😔",['Nike'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T19:48:58.786Z""},{""classification"":false,""created_at"":""2021-05-11T01:57:46.237Z""}]"
