,_id,created_at,tweet_content,keyword,user_location,entities,classified
337,ObjectId(60994ca4b936924605170080),2021-05-10 14:40:02,louietbrve mds primeira pessoa vejo alto,['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'louietbrve', 'name': 'celle!¡', 'id': 3028780515, 'id_str': '3028780515', 'indices': [0, 11]}], 'symbols': []}",1.0
342,ObjectId(60994ca4b9369246051700d7),2021-05-10 14:51:20,acontecer babar akendall falar treta fb,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
344,ObjectId(60994ca4b9369246051700ef),2021-05-10 14:53:50,olhar curitiba search monte falar esperar dias dar sorte outras vezes,['SHEIN'],baiana,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
348,ObjectId(60994ca4b936924605170067),2021-05-10 14:36:53,futebol_info ataquemarketing surpreender,['Nike'],"Maringá, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'futebol_info', 'name': 'Planeta do Futebol 🌎', 'id': 193500696, 'id_str': '193500696', 'indices': [0, 13]}, {'screen_name': 'AtaqueMarketing', 'name': 'Ataque Marketing Esportivo', 'id': 121522082, 'id_str': '121522082', 'indices': [14, 30]}], 'symbols': []}",1.0
350,ObjectId(60994ca4b936924605170092),2021-05-10 14:43:08,ficar grande gostosa roupas,['SHEIN'],💕,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
352,ObjectId(60994ca4b9369246051700a7),2021-05-10 14:46:10,cocacola_br besta perfil responder,['Coca-cola'],"Maceió, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'CocaCola_Br', 'name': 'Coca-Cola Brasil', 'id': 255537739, 'id_str': '255537739', 'indices': [0, 12]}], 'symbols': []}",1.0
353,ObjectId(60994ca4b9369246051700c2),2021-05-10 14:49:47,pago compra dizer esperar,['SHEIN'],"Curitiba, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
354,ObjectId(60994ca4b9369246051700c3),2021-05-10 14:49:50,viciar carrinho passar mil reais simplesmente,['SHEIN'],"Cerro Largo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
357,ObjectId(60994ca4b93692460517006d),2021-05-10 14:38:25,reclamar dinheiro mes conseguir finalmente aipords ansiosa,['Xiaomi'],"Blumenau, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
358,ObjectId(60994ca4b936924605170063),2021-05-10 14:36:33,roupas poer aaaaaa,['SHEIN'],tranquility base hotel+cassino,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
359,ObjectId(60994ca4b93692460517006b),2021-05-10 14:37:58,nunu perdi cartão crédito aonde solicito,['Nubank'],louie & harrie,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
360,ObjectId(60994ca4b936924605170079),2021-05-10 14:39:31,voce,['Nike'],"Dourados, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'eumanovt', 'name': 'vt crf 🚩', 'id': 777594688228495360, 'id_str': '777594688228495360', 'indices': [3, 12]}], 'symbols': []}",1.0
361,ObjectId(60994ca4b93692460517008d),2021-05-10 14:41:52,taakiofc melhor cafe manhã opinião pizza fria gelar,['Coca-cola'],"Pão de queijo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'taakiofc', 'name': 'Taki⁷muleque comedor de isopor', 'id': 1360274901354115072, 'id_str': '1360274901354115072', 'indices': [0, 9]}], 'symbols': []}",1.0
362,ObjectId(60994ca4b9369246051700b1),2021-05-10 14:48:22,dias comprar chegar brasil,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
363,ObjectId(60994ca4b9369246051700b2),2021-05-10 14:48:18,aumentar cartão inimigo argiloso,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
369,ObjectId(60994ca4b93692460517007a),2021-05-10 14:39:32,brt shopping nova américa sábado buscar trajem,['Nike'],nova Iguaçu,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
370,ObjectId(60994ca4b9369246051700d4),2021-05-10 14:50:57,vnrealcria nao po shox achar kkkkkkkkk,['Nike'],erre xota,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vnrealcria', 'name': 'vnsx D’Or🦦', 'id': 963166631236132864, 'id_str': '963166631236132864', 'indices': [0, 11]}], 'symbols': []}",1.0
371,ObjectId(60994ca4b9369246051700d9),2021-05-10 14:51:43,usar linha cabelos oleosos amar,['Boticário'],"Belo Horizonte, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AnaElza18', 'name': 'Ana Elza', 'id': 1244692316700499969, 'id_str': '1244692316700499969', 'indices': [0, 10]}], 'symbols': []}",1.0
373,ObjectId(60994ca4b9369246051700e8),2021-05-10 14:53:05,vir fluminense pfv,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
374,ObjectId(60994ca4b9369246051700ed),2021-05-10 14:53:33,aguentar comprar tuíte,['SHEIN'],Brazil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
375,ObjectId(60994ca4b9369246051700fa),2021-05-10 14:54:55,preferir,['Nike'],17,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
377,ObjectId(60994ca4b936924605170075),2021-05-10 14:39:06,agradecida feedback amigos provavelmente mudo,['Nubank'],@qtakasal ♡ @danonneee ♡,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
378,ObjectId(60994ca4b9369246051700a8),2021-05-10 14:46:15,killisabella compro,['Xiaomi'],paradis,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'killisabella', 'name': 'Bella', 'id': 822268595187093505, 'id_str': '822268595187093505', 'indices': [0, 13]}], 'symbols': []}",1.0
379,ObjectId(60994ca4b9369246051700bb),2021-05-10 14:49:03,comprar calcar dar aniversario feliz,['SHEIN'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
380,ObjectId(60994ca4b9369246051700cb),2021-05-10 14:50:21,cartao tao bonito vontade gastar,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
381,ObjectId(60994ca4b9369246051700eb),2021-05-10 14:53:33,coisinhas beyoung chegar,['SHEIN'],Campina Grande do Sul,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
382,ObjectId(60994ca4b9369246051700fd),2021-05-10 14:55:40,apaixonada compras,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
383,ObjectId(60994ca4b93692460517006a),2021-05-10 14:37:53,saber ficar gostosa camisola renda comprar,['SHEIN'],"Cacoal, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
384,ObjectId(60994ca4b936924605170062),2021-05-10 14:36:25,site bom navegar adoro ficar sugerir peças parecido procurar passo horas olhar parecer shopping,['SHEIN'],"Mato Grosso, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ricademarre', 'name': 'Gabriela Sales', 'id': 150605888, 'id_str': '150605888', 'indices': [3, 15]}], 'symbols': []}",1.0
388,ObjectId(60994ca4b936924605170098),2021-05-10 14:43:26,rxgerguedes roupas tênis melhor amor deus,['Nike'],gabinutil,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'rxgerguedes', 'name': 'lincoln', 'id': 984741631810301952, 'id_str': '984741631810301952', 'indices': [0, 12]}], 'symbols': []}",1.0
389,ObjectId(60994ca4b936924605170099),2021-05-10 14:43:59,gatinha usar bo beber,['Nike'],"Ceilândia, Brasília","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
390,ObjectId(60994ca4b9369246051700a1),2021-05-10 14:45:17,chocar perfil oficial responder,['Coca-cola'],"Maceió, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
393,ObjectId(60994ca4b9369246051700bd),2021-05-10 14:49:24,forever nova geração,['SHEIN'],any pronouns♡,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
398,ObjectId(60994ca4b936924605170074),2021-05-10 14:39:07,odeio menos comprar roupa,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
399,ObjectId(60994ca4b936924605170085),2021-05-10 14:40:57,comprar,['SHEIN'],Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
400,ObjectId(60994ca4b936924605170086),2021-05-10 14:40:58,ctz,['Nike'],duds ♡,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sep_bella_', 'name': 'isa✨', 'id': 1187345880938098688, 'id_str': '1187345880938098688', 'indices': [0, 11]}], 'symbols': []}",1.0
403,ObjectId(60994ca4b9369246051700bc),2021-05-10 14:49:25,pedrohcust leomfermiano paingamingbr psg_talon acabar logo lançar bootzin maneiro sksksksksksksksksksksksksksk,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'pedrohcust', 'name': 'Pedro Henrique Custódio Filho', 'id': 102184268, 'id_str': '102184268', 'indices': [0, 11]}, {'screen_name': 'leomfermiano', 'name': 'Frio e Social Media', 'id': 1167075000609837056, 'id_str': '1167075000609837056', 'indices': [12, 25]}, {'screen_name': 'paiNGamingBR', 'name': 'paiN Gaming #PNGWIN 🇧🇷', 'id': 236112959, 'id_str': '236112959', 'indices': [26, 39]}, {'screen_name': 'PSG_Talon', 'name': 'PSG TALON #MSI2021', 'id': 1273533590882578434, 'id_str': '1273533590882578434', 'indices': [40, 50]}], 'symbols': []}",1.0
404,ObjectId(60994ca4b9369246051700c9),2021-05-10 14:50:19,brtt dizer tiktok larguei bih solteiro pisar yeezy yeezy jordan yeah nao pisar pé,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'stefaniecrdoso', 'name': 'ؘ', 'id': 1209166974997139456, 'id_str': '1209166974997139456', 'indices': [3, 18]}], 'symbols': []}",1.0
405,ObjectId(60994ca4b9369246051700cc),2021-05-10 14:50:24,achar roupas,['SHEIN'],na bosta,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
407,ObjectId(60994ca4b9369246051700ec),2021-05-10 14:53:36,roxo apple pay,['Nubank'],"Sao Paulo, Brazil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
409,ObjectId(60995a43b936924605203d15),2021-05-10 15:21:26,diogo trazer comprar perfumeeee,['Boticário'],Rio de Janeiro,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
410,ObjectId(60995a43b936924605203d1b),2021-05-10 15:22:17,coisas sair entregar deus pai padrasto,['SHEIN'],Me chamou de hopi Hari,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
412,ObjectId(60995a43b936924605203d07),2021-05-10 15:20:15,atualizei renda esperar ganhar cartão crédito,['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
413,ObjectId(60995a43b936924605203d0f),2021-05-10 15:21:11,dia normal passar vontade site,['Nike'],São Paulo - Z/O,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
415,ObjectId(60995a43b936924605203d35),2021-05-10 15:24:22,calça justa bunda ficar grande,['SHEIN'],귀하의 지역에 블랙 핑크,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
421,ObjectId(60995a43b936924605203d5e),2021-05-10 15:30:05,favor aumentar crédito colocar preenchimento,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
423,ObjectId(60995a43b936924605203d71),2021-05-10 15:33:20,brendinhakonig preferir fase,['Nike'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Brendinhakonig', 'name': 'Brendinha', 'id': 1274867376119590916, 'id_str': '1274867376119590916', 'indices': [0, 15]}], 'symbols': []}",1.0
424,ObjectId(60995a43b936924605203d76),2021-05-10 15:33:51,rapaz fazer pedir sexta tênis chegar slk,['Nike'],"Vitória da Conquista, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
425,ObjectId(60995a43b936924605203d7d),2021-05-10 15:34:30,meses bebo realmente diferença absurda médio longo orazo,['Coca-cola'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
428,ObjectId(60995a43b936924605203d92),2021-05-10 15:38:04,peito ligar zeca,['Nike'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
429,ObjectId(60995a43b936924605203d9b),2021-05-10 15:39:47,melhor,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Rayssaamartins9', 'name': 'Rayy 🌸', 'id': 966685475544199169, 'id_str': '966685475544199169', 'indices': [3, 19]}], 'symbols': []}",1.0
432,ObjectId(60995a43b936924605203e15),2021-05-10 15:58:35,aylasol _ r,['Nubank'],Ubatuba,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'aylasol_', 'name': 'ayla', 'id': 4783127953, 'id_str': '4783127953', 'indices': [0, 9]}], 'symbols': []}",1.0
433,ObjectId(60995a43b936924605203e2d),2021-05-10 16:01:21,arrumar noite prometer ligar tipo ed hardy air max cordão kit ferrari,['Nike'],블랙핑크,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
434,ObjectId(60995a43b936924605203d1c),2021-05-10 15:22:19,melhor,['Nike'],65,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
435,ObjectId(60995a43b936924605203d27),2021-05-10 15:22:48,trajadin camisa cabelo disfarçadin,['Nike'],cf,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
436,ObjectId(60995a43b936924605203d28),2021-05-10 15:22:50,ver review bom celula rodar lisinho free fire sobre,['Xiaomi'],"bh, texas","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'killisabella', 'name': 'Bella', 'id': 822268595187093505, 'id_str': '822268595187093505', 'indices': [3, 16]}], 'symbols': []}",1.0
438,ObjectId(60995a43b936924605203d3e),2021-05-10 15:25:14,brendabremm vir vez reembolsar pesquisada,['SHEIN'],"Toledo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'brendabremm', 'name': 'be', 'id': 1029767502467923969, 'id_str': '1029767502467923969', 'indices': [0, 12]}], 'symbols': []}",1.0
439,ObjectId(60995a43b936924605203d5a),2021-05-10 15:29:39,finalmente aprovar inicial reais,['Nubank'],"Serra, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
440,ObjectId(60995a43b936924605203d83),2021-05-10 15:35:24,patrocina liberto,['Nike'],"Rio de Janeiro, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'FlaMadri96', 'name': 'CLÉSIO BARBOSA 🇪🇸 #ForaCeni', 'id': 1177558355155587074, 'id_str': '1177558355155587074', 'indices': [0, 11]}], 'symbols': []}",1.0
442,ObjectId(60995a43b936924605203daf),2021-05-10 15:43:22,roupa tilt,['Nike'],andorinha,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'BOLT__3', 'name': 'BOLT👨🏿\u200d🦳', 'id': 1045518460581810178, 'id_str': '1045518460581810178', 'indices': [0, 8]}], 'symbols': []}",1.0
444,ObjectId(60995a43b936924605203dc8),2021-05-10 15:47:38,leitecristiane original geladíssima,['Coca-cola'],"Ribeirão Preto, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'leitecristiane', 'name': 'Cris', 'id': 80943643, 'id_str': '80943643', 'indices': [0, 15]}], 'symbols': []}",1.0
450,ObjectId(60995a43b936924605203d1e),2021-05-10 15:22:21,muita,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
451,ObjectId(60995a43b936924605203d2a),2021-05-10 15:23:00,tnh smp encomendas chegar chegar mandar outras mundo,['SHEIN'],Ig:miiryaaaaam,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
457,ObjectId(60995a43b936924605203d57),2021-05-10 15:29:06,poder pretinho feio mundo usar camisa lacoste deixar cara elecante,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
459,ObjectId(60995a43b936924605203d63),2021-05-10 15:31:11,aumentar obrigado porém ainda poder gastar pois desempregado ainda,['Nubank'],"Belo Horizonte , Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
461,ObjectId(60995a43b936924605203d72),2021-05-10 15:33:20,pagar fatura mês ainda adiantar próximo favor nunca pedir nada,['Nubank'],"Porto Alegre, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}",1.0
465,ObjectId(60995a43b936924605203dcb),2021-05-10 15:48:13,cello_silva,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'cello_silva', 'name': 'Marcelo', 'id': 144607546, 'id_str': '144607546', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}], 'symbols': []}",1.0
468,ObjectId(60995a43b936924605203e0d),2021-05-10 15:57:43,alguém comprar lingerie,['SHEIN'],"Belo Horizonte, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
470,ObjectId(60995a43b936924605203e21),2021-05-10 16:00:09,preparar atualização oferecer memória ram virtual chamar louco usar placa vídeo online,['Xiaomi'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
480,ObjectId(60995a43b936924605203df2),2021-05-10 15:53:50,tanto tênis branco,['Nike'],"Sumaré, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
483,ObjectId(60995a43b936924605203e16),2021-05-10 15:58:34,trabalho fotografia faculdade fingir café,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
488,ObjectId(60995a43b936924605203e3e),2021-05-10 16:03:37,preciso tomar,['Coca-cola'],🌈,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
490,ObjectId(60995a43b936924605203d4b),2021-05-10 15:27:25,runicbtw blazerkkj achar depender prefiro casaco moletom bolas mlr,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'runicbtw', 'name': 'runic', 'id': 1307019401141649409, 'id_str': '1307019401141649409', 'indices': [0, 9]}, {'screen_name': 'blazerkkj', 'name': 'blazer', 'id': 1217083485434925056, 'id_str': '1217083485434925056', 'indices': [10, 20]}], 'symbols': []}",1.0
494,ObjectId(60995a43b936924605203d98),2021-05-10 15:39:12,umbro retorno outros clubes umbro,['Nike'],"Porto Alegre, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}], 'symbols': []}",1.0
497,ObjectId(60995a43b936924605203db7),2021-05-10 15:46:01,anos enrolar agora estúdio contar pj obrigada mimo,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [84, 91]}], 'symbols': []}",1.0
500,ObjectId(60995a43b936924605203ddd),2021-05-10 15:49:15,ansioso mixar logo bobojaco iurick _,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Iurick_', 'name': 'Iurick', 'id': 878471008323342336, 'id_str': '878471008323342336', 'indices': [48, 56]}], 'symbols': []}",1.0
506,ObjectId(60995a43b936924605203e41),2021-05-10 16:03:45,roupas chegar logo eis tirar fotinhas,['SHEIN'],raven | chalé 6 | intj,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
507,ObjectId(60995a43b936924605203d0a),2021-05-10 15:20:37,cerolzera iaê boquinha suave criar,['Nike'],Setor Norte,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'CEROLZERA', 'name': 'Cerol', 'id': 1216971385777664005, 'id_str': '1216971385777664005', 'indices': [0, 10]}], 'symbols': []}",1.0
509,ObjectId(60995a43b936924605203d2b),2021-05-10 15:23:08,valer compras mil,['Nike'],021RJ,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
511,ObjectId(60995a43b936924605203d52),2021-05-10 15:28:17,amo primeiro líquido dia logo seguir tomo vitaminas sentir super saudável,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
512,ObjectId(60995a43b936924605203d31),2021-05-10 15:23:38,ressaca euuu porra bem gelar agr,['Coca-cola'],São Gonçalo Salgueiro,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
513,ObjectId(60995a43b936924605203d5b),2021-05-10 15:29:49,ok deus tirar site shopee pf,['SHEIN'],"Ouro Fino, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
517,ObjectId(60995a43b936924605203d5f),2021-05-10 15:30:18,descer andar new balançar falar cara devir ficar bravo,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
519,ObjectId(60995a43b936924605203d77),2021-05-10 15:34:00,simbolo parecer olhar falir nao combina,['Nike'],"Imbituba, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'augustiinpedro', 'name': 'Ь Т K', 'id': 3843401723, 'id_str': '3843401723', 'indices': [3, 18]}], 'symbols': []}",1.0
521,ObjectId(60995a43b936924605203db4),2021-05-10 15:45:09,bora quilos milho ficar bem estômago caixadepandoriapgr,['Coca-cola'],DF,"{'hashtags': [{'text': 'CaixaDePanDoriaPGR', 'indices': [108, 127]}], 'urls': [], 'user_mentions': [{'screen_name': 'alepavanelli', 'name': 'ALE PAVANELLI 🇧🇷 🇺🇸 🌏', 'id': 153874512, 'id_str': '153874512', 'indices': [3, 16]}], 'symbols': []}",1.0
523,ObjectId(60995a43b936924605203dbb),2021-05-10 15:46:55,entrar site amar roupas fazer carrinho hehe amo,['SHEIN'],"Urubici, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
526,ObjectId(60995a43b936924605203dbc),2021-05-10 15:45:27,fone comprar perfeito,['SHEIN'],mg,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
527,ObjectId(60995a43b936924605203dca),2021-05-10 15:48:15,antartica,['Coca-cola'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
535,ObjectId(60995a43b936924605203e24),2021-05-10 16:00:48,comprar brinco cereja lindar ter passar base haste biju ficar verde lindar,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
540,ObjectId(60995a43b936924605203e26),2021-05-10 15:59:45,tanto roupa favoritada ter dinheiro,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
545,ObjectId(60995a43b936924605203e4f),2021-05-10 16:05:25,aoi_kawai _ menino perfeito usar roupa time tênis agr eboy,['Nike'],No seu armário,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'aoi_kawai_', 'name': 'ᨳ𝚊𝚘𝚒 𝚔𝚊𝚠𝚊𝚒 || 𝑪𝒆𝒐 𝒐𝒇 𝑺𝒉𝒐𝒕𝒐', 'id': 1267612918696329218, 'id_str': '1267612918696329218', 'indices': [0, 11]}], 'symbols': []}",1.0
546,ObjectId(60995a43b936924605203d12),2021-05-10 15:21:21,eumatheussr roupa tênis futebol,['Nike'],"Asuncion, Paraguay","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'eumatheussr', 'name': 'matheus☔ˢᶜᶜᵖ', 'id': 1290707959845212160, 'id_str': '1290707959845212160', 'indices': [0, 12]}], 'symbols': []}",1.0
547,ObjectId(60995a43b936924605203d18),2021-05-10 15:21:48,amo opção guardar dinheiro porque existência simplesmente apagar memória,['Nubank'],"Natal, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
550,ObjectId(60995a43b936924605203d67),2021-05-10 15:32:02,fazer compras site shopee espero chegue,['SHEIN'],Ô juliana,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
554,ObjectId(60995a43b936924605203d89),2021-05-10 15:36:46,oiii casa,['Coca-cola'],私はゲーマーで、勇敢な、マインクラフト、シムなど、いくつかのゲームをプレイしています。シリーズを見るのが好きで、猫が大好きです。ooᥴ: -18,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
557,ObjectId(60995a43b936924605203de9),2021-05-10 15:52:29,souza comprar vários perfumes brabo,['Boticário'],"Brás de Pina, Rio de Janeiro","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
559,ObjectId(60995a43b936924605203e0a),2021-05-10 15:57:11,comprar amigos,['Coca-cola'],Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
561,ObjectId(60995a43b936924605203e29),2021-05-10 16:01:01,doido patrocinar flamengo dnv,['Nike'],"Penha, Rio de Janeiro","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
562,ObjectId(60995a43b936924605203e2a),2021-05-10 16:00:59,preparar atualização oferecer memória ram virtual chamar louco usar placa vídeo virtual,['Xiaomi'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",1.0
565,ObjectId(60995a43b936924605203e40),2021-05-10 16:02:56,arohadorameira arohamaknae comprar,['SHEIN'],"Salvador, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'arohadorameira', 'name': '𝓛𝓪𝓻𝓲🌻|𝖠𝖽𝗏𝗈𝗀𝖺𝖽𝖺 𝖽𝗈 𝖤𝗎𝗇𝗐𝗈𝗈|🐰', 'id': 1258901868442419203, 'id_str': '1258901868442419203', 'indices': [0, 15]}, {'screen_name': 'arohamaknae', 'name': 'ially is a proud roha 🐅', 'id': 1360716448923062275, 'id_str': '1360716448923062275', 'indices': [16, 28]}], 'symbols': []}",1.0
566,ObjectId(60995a43b936924605203e4b),2021-05-10 16:05:05,certeza fácil rápido nunca dar problema,['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vedovelli74', 'name': 'Fabio Vedovelli', 'id': 1214613045986680839, 'id_str': '1214613045986680839', 'indices': [0, 12]}], 'symbols': []}",1.0
